stage	type	logexpr
4cell	now	1.12246552469
4cell	before	1.34079477705
4cell	now	1.53812878908
4cell	before	1.99122898902
4cell	now	1.38820253939
4cell	before	1.18308210529
4cell	now	1.20285217666
4cell	before	2.3090054384
4cell	now	2.39596158625
4cell	before	3.73218795471
4cell	now	1.59495148905
4cell	before	1.40851807483
4cell	now	1.85150213361
4cell	before	2.90114133503
4cell	now	1.43427943939
4cell	before	2.1116908959
4cell	now	1.97968612142
4cell	before	1.46145749068
4cell	now	0.978871087056
4cell	before	1.18625069126
4cell	now	4.51921243556
4cell	before	4.09123473171
4cell	now	3.27419321172
4cell	before	3.83642191913
4cell	now	1.79892705394
4cell	before	1.42925566568
4cell	now	1.64193607983
4cell	before	1.12777295341
4cell	now	1.89697347415
4cell	before	1.16274447726
4cell	now	0.717937349367
4cell	before	1.56432966169
4cell	now	2.54759971913
4cell	before	3.04782649711
4cell	now	1.64608608868
4cell	before	1.01982518129
4cell	now	1.20389380121
4cell	before	1.13732325654
4cell	now	2.39355404511
4cell	before	2.88633026874
4cell	now	2.04596619227
4cell	before	2.03570188346
4cell	now	1.38794300137
4cell	before	1.99313173671
4cell	now	0.919589285659
4cell	before	0.749073724849
4cell	now	2.30863276888
4cell	before	2.445281855
4cell	now	5.03638101051
4cell	before	4.27207504057
4cell	now	1.55767292787
4cell	before	2.15207610747
4cell	now	3.17699076549
4cell	before	3.43473208828
4cell	now	2.55038223175
4cell	before	1.67442758179
4cell	now	1.06679132968
4cell	before	2.06423145252
4cell	now	1.45776260135
4cell	before	1.15973247395
4cell	now	3.40094735041
4cell	before	3.09709229791
4cell	now	1.16722997867
4cell	before	1.6770479616
4cell	now	1.86510750985
4cell	before	1.76886095461
4cell	now	0.701680666578
4cell	before	1.17532329855
4cell	now	0.733948374864
4cell	before	1.00819146977
4cell	now	1.86791771908
4cell	before	2.86732487368
4cell	now	1.50610423025
4cell	before	1.82392167579
4cell	now	1.49468901911
4cell	before	1.27862562802
4cell	now	0.787006308097
4cell	before	1.52377326456
4cell	now	1.65600847225
4cell	before	1.65574690581
4cell	now	1.22597594988
4cell	before	1.31931285833
4cell	now	1.36592837517
4cell	before	1.3299938145
4cell	now	1.06249103389
4cell	before	1.88083662769
4cell	now	2.64069170758
4cell	before	1.74145165401
4cell	now	3.39999666109
4cell	before	3.41646687399
4cell	now	2.3525650253
4cell	before	0.876605590891
4cell	now	0.76642087623
4cell	before	1.53456995926
4cell	now	2.07087621377
4cell	before	1.32131040746
4cell	now	1.85443688458
4cell	before	2.18830491516
4cell	now	1.49042912585
4cell	before	1.6508331826
4cell	now	1.44632351156
4cell	before	1.12836524682
4cell	now	2.40551164897
4cell	before	3.07458966363
4cell	now	1.32193449069
4cell	before	2.10677091885
4cell	now	1.43548682531
4cell	before	1.20261488277
4cell	now	1.16759716012
4cell	before	1.12816785466
4cell	now	0.824311398636
4cell	before	1.3231548609
4cell	now	2.64126916741
