stage	type	logexpr	level	num
early	Normal	4.05607313169	0.89	3
early	Normal	0.199666100116	1.0	1
early	Normal	1.25684035892	1.0	1
early	Normal	0.0938245313204	0.835	2
early	Normal	3.32121217234	1.0	1
early	Normal	2.48564804156	0.875	2
early	Normal	0.0388453542534	0.67	1
early	Normal	2.47232786758	0.755	2
early	Normal	1.06483831506	0.9375	4
early	Normal	2.93282974678	1.0	1
early	Normal	1.44606921022	0.753333333333	3
early	Normal	0.0583595643919	0.86	3
early	Normal	1.55755497055	1.0	1
early	Normal	1.48774248334	0.5	1
early	Change	0.366359694974	0.67	1
early	Normal	4.77503109706	0.383333333333	3
early	Normal	4.16940255915	1.0	3
early	Normal	0.214389344819	0.81	1
early	Normal	0.72083530213	0.67	1
early	Normal	0.601782706212	0.316666666667	3
early	Normal	2.555341814	0.75	1
early	Normal	3.20707850939	0.59	6
early	Normal	1.52794799139	0.53	1
early	Normal	0.0706955278113	0.22	1
early	Normal	0.011387614298	1.0	1
early	Normal	3.16869349208	1.0	1
early	Change	0.162404522954	1.0	1
early	Change	0.434556487209	0.5	1
early	Normal	0.434977954601	0.915	2
early	Normal	3.71013201015	1.0	1
early	Change	1.89501677469	0.4	1
early	Normal	1.64538018043	0.29	1
early	Normal	2.3366521643	0.84	1
early	Normal	1.23907543442	1.0	3
early	Normal	0.388070020361	1.0	1
early	Normal	4.66140873244	0.5	1
early	Change	0.0314468246303	1.0	1
early	Normal	0.0	1.0	2
early	Change	0.493204886416	0.776666666667	3
early	Normal	1.18869062439	1.0	1
early	Normal	1.81295654866	0.89	1
early	Normal	2.28155347079	1.0	1
early	Normal	3.47099393011	0.67	2
early	Change	0.140190546164	0.33	1
early	Normal	0.69135758018	0.25	1
early	Normal	2.37040354178	0.45	1
early	Change	0.145578904045	0.53	1
early	Normal	0.0	0.84	1
early	Normal	0.0904886658736	0.7	1
early	Normal	2.78928604286	1.0	1
early	Normal	1.143072457	0.5	1
early	Normal	1.38721643588	1.0	1
early	Normal	0.209150909319	1.0	1
early	Normal	1.51032230115	1.0	1
early	Normal	1.63618889294	0.91	1
early	Normal	0.673841519755	1.0	1
early	Normal	0.376995672291	1.0	1
early	Normal	0.188056745778	1.0	1
early	Normal	1.20518007528	1.0	4
early	Normal	0.215242822591	1.0	1
early	Normal	0.907512314063	1.0	1
early	Normal	0.977126155	0.785	2
early	Normal	0.800260159756	1.0	1
early	Normal	0.975008595806	0.542	5
early	Normal	0.611940378925	0.5	1
early	Normal	1.58487469147	0.32	1
early	Normal	1.119417681	0.5	1
early	Normal	0.256001758896	1.0	8
early	Normal	1.74928332959	0.835	2
early	Normal	0.0	0.36	1
early	Normal	0.850330400443	1.0	1
early	Normal	0.0104629717076	1.0	1
early	Normal	2.33058442747	1.0	1
early	Normal	1.23388300113	1.0	1
early	Normal	0.0461108637619	0.56	1
early	Normal	1.83663722801	1.0	1
early	Normal	3.13762672313	1.0	1
early	Normal	1.89150826862	0.5	1
early	Normal	1.1973318016	0.2	1
early	Normal	0.737460672702	1.0	1
early	Change	1.07227515793	0.5	1
early	Change	0.191173099382	1.0	1
early	Normal	1.52212248923	1.0	1
early	Normal	0.0631284962696	1.0	1
early	Change	0.53933552659	0.58	1
early	Normal	0.720416957213	0.58	1
early	Normal	0.0501947011549	1.0	1
early	Normal	2.97663609666	1.0	1
early	Normal	0.745250896467	1.0	1
early	Normal	2.72689812445	0.4	1
early	Normal	4.21306049593	0.27	1
early	Normal	0.382113912083	0.75	1
early	Normal	2.29605884328	0.5	1
early	Normal	3.5946799335e-08	1.0	1
early	Normal	1.57545987613e-07	1.0	1
early	Normal	1.25635365711	0.46	2
early	Normal	1.37796990539e-07	1.0	1
early	Normal	0.108469577512	1.0	1
early	Normal	0.705663523318	1.0	1
early	Normal	2.06137978756e-07	1.0	1
early	Normal	3.20994001921	1.0	3
early	Normal	1.78713378724	0.745	2
early	Normal	1.37796990539e-07	1.0	1
early	Normal	0.633032990951	1.0	1
early	Normal	0.246839765225	0.5	1
early	Normal	2.32702499073	0.857142857143	7
early	Change	0.536944730625	0.5	1
early	Normal	1.475853947	0.9	1
early	Change	0.0591182643	0.83	1
early	Normal	2.15237015795	0.833333333333	3
early	Normal	0.810921327288	0.25	1
early	Normal	0.214053562261	0.37	1
early	Normal	2.06991884438	0.47	2
early	Normal	0.686557516335	0.67	1
early	Normal	0.73130482886	0.5	1
early	Normal	3.30206189469	0.75	1
early	Normal	1.01759021268	1.0	1
early	Change	0.663154874369	0.5	1
early	Change	0.540207517156	0.45	1
early	Normal	1.5556826425	0.5	1
early	Normal	1.34546455407	0.33	1
early	Normal	2.22730643586	0.72	1
early	Normal	2.50020568708	0.843333333333	3
early	Normal	3.00546971046	0.34	2
early	Normal	1.85326056957	1.0	1
early	Normal	0.434876973989	0.68	1
early	Change	2.39993863825	0.88	1
early	Normal	2.05059443612	0.845	2
early	Normal	0.28088703841	0.7	1
early	Normal	2.64585559751	0.706666666667	3
early	Normal	0.0147164794531	0.67	1
early	Normal	0.657390460848	0.5	1
early	Normal	0.0482503041855	1.0	4
early	Normal	3.94463732898	0.56	1
early	Change	0.201970577522	1.0	1
early	Normal	1.25496340291	0.635	2
early	Normal	0.797151276697	1.0	1
early	Normal	5.06282285517	0.9	1
early	Normal	4.64852656624	0.855	2
early	Normal	2.45769816671	0.2	1
early	Normal	6.43046597354	0.67	1
early	Normal	2.28252931366	0.26	1
early	Normal	4.03476616376	0.92	2
early	Normal	0.360962041191	1.0	1
early	Normal	0.459547276635	0.67	1
early	Change	2.25838866146	0.41	1
early	Normal	1.92322038656	0.34	1
early	Normal	3.50015846456	0.5	1
early	Normal	2.74477421034	1.0	1
early	Normal	3.51634880953	0.67	1
early	Normal	0.307841988854	1.0	1
early	Normal	0.718234837061	1.0	1
early	Normal	0.644254161101	1.0	1
early	Normal	3.70782877627	1.0	3
early	Normal	3.86986470178	0.75	2
early	Normal	0.95099356244	0.27	1
early	Normal	1.36169936876	1.0	1
early	Normal	3.05489700672	0.35	6
early	Normal	0.0	0.83	1
early	Normal	0.755097981436	0.79	2
early	Normal	0.0520061302597	1.0	1
early	Normal	3.02858661042	0.67	1
early	Normal	1.90232690532	0.83	1
early	Normal	1.77786336404	1.0	2
early	Normal	3.2225809524	0.805	2
early	Normal	2.82247352517	1.0	1
early	Normal	3.4790160796	0.5	1
early	Normal	4.23369047604	0.74	1
early	Normal	1.99564408542	0.57	1
early	Normal	2.68248620897	0.87	1
early	Normal	0.407974623306	1.0	1
early	Normal	1.0623977192	1.0	1
early	Normal	3.46460401245	0.43	1
early	Normal	2.36382787665	1.0	1
early	Normal	0.31056451108	0.5	1
early	Normal	1.11411811623	0.22	1
early	Normal	0.421383075692	0.83	1
early	Normal	2.54082216192	1.0	1
early	Normal	0.737121002849	1.0	1
early	Normal	0.52530587703	1.0	4
early	Normal	0.0	1.0	1
early	Normal	4.06104110751	1.0	1
early	Normal	2.04797667405	0.83	1
early	Normal	0.048536131906	1.0	1
early	Change	0.31294915415	0.67	1
early	Normal	0.854045046844	1.0	1
early	Normal	3.64786733735	1.0	1
early	Normal	0.0348136122886	1.0	2
early	Normal	1.19129781496	0.83	1
early	Normal	6.91488976788	0.29	1
early	Normal	0.865755045166	0.67	1
early	Normal	0.241277335886	0.5	1
early	Normal	2.837433837	1.0	2
early	Normal	2.24348933312	0.68	1
early	Normal	0.794163775039	0.62	1
early	Change	0.699506914513	1.0	1
early	Normal	1.65126292376	0.29	1
early	Normal	2.8156482117	0.85	1
early	Normal	3.6300844076	1.0	1
early	Normal	0.202784097019	1.0	2
early	Normal	0.0	1.0	1
early	Normal	1.88701661732	0.7	2
early	Normal	1.02085613151	1.0	1
early	Normal	3.9478958129	0.526666666667	3
early	Normal	1.1775805732	0.29	1
early	Normal	0.696755662152	0.67	1
early	Normal	2.5453587077	0.67	1
early	Normal	0.645162616807	0.92	2
early	Normal	2.30181579716	0.83	1
early	Normal	0.0264333405464	1.0	1
early	Normal	1.82684343269	0.5	1
early	Normal	0.592214071679	1.0	1
early	Normal	2.13620105653	1.0	1
early	Normal	1.60021551657	1.0	1
early	Normal	2.90822804786	0.22	2
early	Normal	1.81420402838	0.86	1
early	Normal	3.91736471307	1.0	1
early	Normal	2.15702044745	1.0	2
early	Normal	0.429691270464	1.0	1
early	Normal	1.50341495519	1.0	1
early	Change	0.342214290857	0.67	1
early	Normal	4.28100253649	1.0	1
early	Normal	3.2898635054	0.67	1
early	Normal	0.365713373988	1.0	1
early	Normal	2.62217272646	0.58	2
early	Normal	1.86717301732	0.665	2
early	Normal	3.57167406409	1.0	1
early	Normal	0.0602084411076	0.67	1
early	Normal	0.267437527524	0.4	1
early	Normal	0.717498271424	1.0	1
early	Normal	2.01803810104	1.0	3
early	Change	0.417413441624	0.4	1
early	Normal	5.23690993842	1.0	1
early	Normal	2.0137236587	1.0	2
early	Normal	0.742284903371	0.25	1
early	Normal	0.266282731086	1.0	1
early	Normal	0.125872009296	1.0	1
early	Change	0.893795603047	0.75	1
early	Normal	3.54875206997	1.0	1
early	Normal	3.11051971579	1.0	1
early	Normal	0.488448104278	0.67	1
early	Normal	0.320507620443	1.0	1
early	Normal	1.8483792195	0.31	1
early	Normal	0.174358267133	1.0	1
early	Normal	2.14811719619	1.0	1
early	Normal	1.25928167548	1.0	1
early	Normal	0.338393960355	0.5	1
early	Normal	2.08668524262	1.0	1
early	Normal	0.0136605681154	0.67	1
early	Normal	1.77805262484	0.935	2
early	Change	1.30288829536	0.42	1
early	Normal	2.38529991968	0.85	1
early	Normal	1.25604329662	0.67	1
early	Normal	0.0	0.655	2
early	Normal	0.0	1.0	1
early	Normal	0.0	0.633333333333	3
early	Normal	0.340889608509	0.353333333333	3
early	Normal	1.89619755958	0.38	1
early	Normal	2.61921170139	0.5	1
early	Change	0.311059186006	0.47	1
early	Normal	0.598539753767	1.0	1
early	Normal	3.65279880579	1.0	2
early	Normal	1.93409635446	0.34	1
early	Normal	2.40301849032	0.916666666667	3
early	Normal	1.07844019313	0.33	1
early	Normal	0.00239096935332	1.0	1
early	Normal	3.93038538037	1.0	1
early	Normal	0.0158202965679	1.0	2
early	Change	1.7267621762	0.67	1
early	Normal	3.75324764825	1.0	1
early	Normal	1.38937959688	0.65	1
early	Change	0.550770497728	0.5	1
early	Normal	1.31473928141	0.786666666667	6
early	Normal	0.155382777626	0.875	2
early	Normal	1.86603790304	0.67	1
early	Normal	1.83024914601	0.56	1
early	Normal	0.689655592053	1.0	1
early	Normal	0.024140655412	1.0	1
early	Normal	0.012188813679	1.0	1
early	Normal	0.122231791916	1.0	1
early	Normal	0.094326696343	1.0	1
early	Normal	0.0	1.0	1
early	Normal	0.0	1.0	1
early	Normal	0.0	1.0	1
early	Normal	0.0871883779907	1.0	1
early	Normal	0.0988566110492	1.0	1
early	Normal	3.08246027706	1.0	1
early	Normal	4.36902877733	0.695	2
early	Normal	2.22768911814	1.0	1
early	Normal	0.471906817034	1.0	1
early	Normal	3.68350001082	1.0	1
early	Normal	1.76114561061	1.0	1
early	Normal	0.045713531423	0.75	2
early	Normal	4.38278884412	0.39	2
early	Normal	5.02258362761	1.0	1
early	Normal	2.58436729539	1.0	1
early	Normal	0.719526175286	1.0	1
early	Normal	0.911254069157	1.0	1
early	Normal	1.43506547749	1.0	1
early	Normal	0.40597297912	1.0	1
early	Normal	3.70355375793	1.0	1
early	Change	3.17774961741	0.33	1
early	Normal	0.422433657838	1.0	1
early	Normal	0.0816094796451	0.79	1
early	Normal	3.60183898579	0.786666666667	6
early	Normal	3.38667240305	0.83	1
early	Normal	0.785835745114	1.0	1
early	Normal	0.780988629611	0.42	1
early	Normal	0.488096462343	0.83	1
early	Normal	0.0	1.0	1
early	Normal	0.834269067357	1.0	1
early	Normal	3.96724387678	0.33	2
early	Normal	2.17679622098	0.42	1
early	Normal	0.357880716702	0.835	2
early	Normal	3.29294008178	0.5	1
early	Normal	0.959641366687	0.48	1
early	Normal	1.93891862234	0.786666666667	3
early	Normal	0.0304722683994	0.5	1
early	Normal	1.43697559324	0.53	1
early	Normal	3.89418891928	0.35	2
early	Normal	3.01304651326	1.0	1
early	Normal	1.42954061475	1.0	1
early	Normal	0.857372653084	0.67	1
early	Normal	3.03578437178	0.83	1
early	Normal	0.904461036121	0.75	1
early	Normal	1.74603485147	0.33	1
early	Normal	0.0033300791266	1.0	1
early	Normal	1.11512519704	0.67	1
early	Normal	3.16174658707	1.0	1
early	Normal	0.653958746886	1.0	2
early	Normal	1.1528637035	1.0	1
early	Normal	2.57029657404	1.0	1
early	Normal	2.91560081194	0.695	2
early	Normal	2.37602234026	1.0	1
early	Normal	0.333988440266	1.0	1
early	Normal	3.03175557273	0.685	2
early	Normal	3.48527195045	1.0	1
early	Normal	1.44790673025	0.19	1
early	Change	0.713346787873	0.75	1
early	Normal	2.20910264188	1.0	1
early	Normal	0.435113226749	1.0	1
early	Normal	4.38652276193	0.42	1
early	Normal	0.443736652995	1.0	1
early	Normal	0.753635322475	0.29	1
early	Normal	0.207535984435	1.0	1
early	Normal	0.306415010187	1.0	1
early	Change	0.271042651938	1.0	1
early	Change	1.0300157672	1.0	1
early	Normal	2.82790516291	0.21	1
early	Normal	0.658747746341	0.686666666667	3
early	Normal	0.27285976276	1.0	1
early	Normal	0.0922438470439	0.67	1
early	Normal	3.71339644153	0.91	1
early	Normal	1.80761641405	1.0	1
early	Change	1.65368060967	0.5	1
early	Change	1.15762934453	1.0	1
early	Normal	0.720042244023	1.0	1
early	Normal	0.00566722092441	0.5	1
early	Normal	0.210104511306	0.5	1
early	Normal	0.0383008671477	1.0	1
early	Normal	0.104819369265	1.0	1
early	Change	0.997627371288	0.58	1
early	Normal	0.348869359472	1.0	1
early	Normal	3.97215056255	1.0	1
early	Normal	1.53861837361	0.46	1
early	Normal	0.0	0.67	1
early	Normal	0.579268824211	0.54	1
early	Normal	0.0111603905148	1.0	1
early	Change	0.418392521203	0.553333333333	3
early	Normal	0.562899533394	0.5	1
early	Normal	1.21455956628	1.0	1
early	Normal	1.0200956382	0.75	1
early	Normal	2.16723833931	0.25	1
early	Normal	1.09962843888	0.5	1
early	Change	0.48101527789	0.75	1
early	Normal	1.41580219119	0.75	1
early	Normal	0.333340910562	1.0	1
early	Change	1.04548925115	0.5	1
early	Normal	0.461643782901	0.35	1
early	Normal	6.53855797077	0.64	1
early	Normal	0.907794742953	0.33	1
early	Normal	0.387048559761	0.54	2
early	Normal	0.209224732419	1.0	1
early	Normal	1.72474677875	1.0	1
early	Normal	0.0659320185189	0.67	1
early	Normal	5.18500308114	0.83	1
early	Normal	3.13658926831	1.0	1
early	Normal	0.949644266749	0.36	1
early	Normal	0.127019360293	1.0	1
early	Normal	2.58406547465	0.33	1
early	Normal	3.45089507041	1.0	1
early	Change	0.774782465563	0.5	1
early	Normal	0.153801190191	1.0	1
early	Normal	0.322702148346	0.5	1
early	Normal	0.373453493514	0.875	2
early	Normal	1.2558781114	1.0	1
early	Normal	0.237150593073	1.0	1
early	Normal	0.900478372858	0.83	1
early	Normal	0.281776166874	1.0	1
early	Normal	4.05213792898	1.0	1
early	Normal	2.2215680775	0.5	1
early	Normal	1.28817975258	1.0	1
early	Normal	0.669308790518	1.0	1
early	Normal	0.619781548188	0.82	1
early	Normal	2.31106701954	1.0	1
early	Normal	1.60558851299	0.17	1
early	Normal	0.923349758219	0.835	2
early	Normal	3.68705278677	0.715	2
early	Normal	3.29237904277	0.25	1
early	Change	1.05492160004	0.5	1
early	Normal	2.02398829087	1.0	1
early	Normal	2.50491350459	0.29	1
early	Normal	0.995475225233	0.69	1
early	Normal	3.06026454467	1.0	1
early	Normal	0.179989673399	0.76	3
early	Change	0.879128698185	1.0	1
early	Normal	1.85128230783	0.445	2
early	Normal	3.66641654139	1.0	1
early	Normal	1.61226790423	0.67	1
early	Normal	2.01782142452	1.0	1
early	Normal	1.75343955024	1.0	1
early	Change	1.47487513097	0.33	1
early	Normal	1.66965209709	0.67	1
early	Normal	0.426273112197	0.768	5
early	Normal	1.09867895311	1.0	1
early	Normal	3.20577032169	0.5	1
early	Normal	1.54570972955	0.666666666667	3
early	Normal	1.35826261733	0.5	1
early	Normal	0.594110516028	1.0	1
early	Normal	2.22577963975	0.67	1
early	Normal	0.391178877479	1.0	1
early	Normal	1.57300004358	1.0	1
early	Normal	1.9782279711	1.0	1
early	Normal	1.71388981543	1.0	1
early	Change	3.47433011652	0.5	1
early	Change	1.58145810293	0.25	1
early	Normal	1.83411788285	1.0	3
early	Normal	3.02692566146	1.0	1
early	Normal	1.03393153519	0.765	2
early	Normal	1.24324351623	0.58	1
early	Normal	2.75784937985	0.75	2
early	Normal	2.41825923984	0.55	1
early	Change	3.12232527612	1.0	2
early	Normal	0.108188712536	0.67	1
early	Change	1.16582223836	0.83	1
early	Normal	0.545114000615	1.0	1
early	Change	0.491511297232	0.5	1
early	Normal	0.448123495427	0.82	1
early	Normal	1.80200018696	0.17	1
early	Normal	1.68266421031	0.67	1
early	Normal	0.0553552335315	1.0	1
early	Normal	1.8274965575	0.67	1
early	Normal	1.73430689448	0.47	2
early	Normal	1.2208977657	0.3	1
early	Normal	0.098660923424	1.0	1
early	Normal	1.80945202876	1.0	1
early	Normal	0.010725376962	0.87	1
early	Normal	1.83751646657	1.0	1
early	Normal	0.59482627306	0.75	2
early	Normal	1.18633618953	1.0	1
early	Normal	1.28886991656e-07	1.0	1
early	Normal	1.57518759385e-05	1.0	1
early	Normal	4.90802654441	0.5	1
early	Normal	3.84175932681	0.49	3
early	Normal	0.445170319258	0.75	2
early	Normal	2.56367932054	0.83	1
2cell	Normal	1.47291691253	0.25	1
2cell	Normal	1.04598828472	0.875	2
2cell	Normal	1.2563992065	0.68	2
2cell	Normal	3.59628707773	0.541666666667	6
2cell	Normal	0.418687966187	1.0	1
2cell	Normal	1.43650018943	1.0	1
2cell	Normal	1.5033638089	1.0	2
2cell	Normal	0.290490375475	0.83	1
2cell	Normal	5.06516135745	0.875	2
2cell	Normal	0.881989100177	0.5	1
2cell	Change	1.0875479709	0.83	1
2cell	Normal	0.610148650411	0.785714285714	7
2cell	Change	0.136203444512	1.0	1
2cell	Normal	0.576232954879	0.5	1
2cell	Normal	1.06543461286	0.753333333333	3
2cell	Normal	3.37376451801	0.6	3
2cell	Normal	3.78495297886	0.8	1
2cell	Normal	0.874255501681	0.33	1
2cell	Normal	0.640036973428	0.83	1
2cell	Normal	1.85733183077	0.4	1
2cell	Normal	0.930138408694	1.0	1
2cell	Normal	0.376023252361	1.0	1
2cell	Normal	0.462021229495	0.5	1
2cell	Normal	3.12480247987	0.86	1
2cell	Normal	2.5699139366	1.0	1
2cell	Normal	1.96740741807	1.0	1
2cell	Normal	0.283812595673	0.58	1
2cell	Normal	2.35394623508	1.0	1
2cell	Change	0.381191541039	1.0	1
2cell	Normal	3.51430282777	1.0	1
2cell	Normal	0.629806874609	0.735	2
2cell	Normal	2.4534159827	0.48	1
2cell	Normal	1.69593482378	0.89	3
2cell	Normal	0.359983664082	1.0	1
2cell	Normal	1.07307907287	0.43	1
2cell	Normal	0.280953486202	1.0	2
2cell	Normal	2.71472123354	0.45	1
2cell	Normal	3.49423224763	0.8	2
2cell	Normal	2.48980297653	0.45	1
2cell	Normal	1.88478370492	0.5	1
2cell	Normal	0.88451519449	0.39	1
2cell	Normal	1.61546173274	0.4	1
2cell	Normal	4.29777508223	1.0	1
2cell	Normal	3.83463859468	1.0	1
2cell	Normal	1.54085924087	0.665	2
2cell	Normal	2.79206041243	0.75	2
2cell	Normal	4.16463836491	0.35	3
2cell	Normal	2.26847179476	0.73	1
2cell	Normal	1.96072979365	0.34	1
2cell	Normal	1.65153717091	0.67	1
2cell	Normal	0.622448927164	0.19	1
2cell	Normal	1.75920356349	0.915	2
2cell	Normal	1.40851807483	1.0	2
2cell	Normal	3.15528831804	0.83	1
2cell	Normal	0.0	0.684285714286	7
2cell	Normal	0.622882429148	0.78	3
2cell	Normal	2.55850556382	1.0	1
2cell	Normal	1.77256475711	0.68	2
2cell	Normal	1.35466694577	0.4	1
2cell	Change	0.980582972687	0.67	1
2cell	Normal	3.56001998817	1.0	1
2cell	Normal	4.49125092633	0.83	1
2cell	Normal	4.84941747857	0.442727272727	11
2cell	Change	0.0509310137719	1.0	1
2cell	Normal	1.56845965571	0.37	2
2cell	Normal	0.734197948909	1.0	1
2cell	Normal	0.0152337745933	1.0	1
2cell	Normal	1.35379441295	0.83	1
2cell	Normal	0.0	1.0	1
2cell	Normal	3.56657621773	0.42	3
2cell	Change	1.83192204638	0.17	1
2cell	Change	0.090036114522	0.685	2
2cell	Normal	1.56432966169	0.536666666667	3
2cell	Normal	2.40804360385	0.58	1
2cell	Normal	4.98803515742	0.87	1
2cell	Normal	0.870393379487	1.0	1
2cell	Normal	1.26882752547	0.835	2
2cell	Normal	0.697846123216	0.6	1
2cell	Normal	0.0	1.0	1
2cell	Normal	1.99955111408	0.86	1
2cell	Normal	1.54163433346	0.835	6
2cell	Normal	1.57589560657	0.663333333333	3
2cell	Normal	0.0	0.75	1
2cell	Normal	2.09535056933	1.0	1
2cell	Normal	1.60155895481	1.0	1
2cell	Normal	0.986249536697	0.5	1
2cell	Normal	1.51506129672	0.39	1
2cell	Normal	0.0	0.89	1
2cell	Normal	0.982033527582	0.5	1
2cell	Normal	1.20872449713	1.0	1
2cell	Normal	0.489915319222	0.29	1
2cell	Normal	1.4934498877e-07	1.0	1
2cell	Normal	1.31076229851	1.0	1
2cell	Normal	1.42479606585	0.5	1
2cell	Normal	1.00012439862	0.39	3
2cell	Normal	0.859750009576	0.49	1
2cell	Normal	4.73714536835	0.8	1
2cell	Normal	0.169413606493	1.0	1
2cell	Normal	2.91747339059	0.19	1
2cell	Normal	0.643578713591	0.553333333333	3
2cell	Normal	2.00736400679	0.79	2
2cell	Normal	1.37665808095	0.6925	4
2cell	Normal	2.11382243679	1.0	1
2cell	Normal	4.45044784279	0.91	1
2cell	Normal	2.5658028393	0.875	2
2cell	Normal	1.02254085172	1.0	1
2cell	Normal	4.25761071248	0.73	1
2cell	Normal	0.0	0.55	1
2cell	Normal	1.35789231458	0.966	5
2cell	Normal	0.85052692705	0.711666666667	12
2cell	Normal	3.19440278817	0.56	1
2cell	Normal	0.770006364657	0.31	1
2cell	Normal	4.13030676707	0.44	2
2cell	Normal	4.16820512282	1.0	2
2cell	Normal	0.52815283681	0.64	1
2cell	Normal	2.25673589993	0.66	1
2cell	Normal	3.27172251212	0.8825	4
2cell	Normal	4.20250964141	0.755	2
2cell	Change	2.06423145252	0.33	1
2cell	Normal	0.360785683261	1.0	1
2cell	Normal	2.59740165435	0.78	1
2cell	Normal	4.62974571855	0.83	1
2cell	Normal	0.0	1.0	1
2cell	Normal	2.00589860217	1.0	1
2cell	Normal	0.986033189018	0.665	2
2cell	Normal	0.910518102262	0.83	1
2cell	Normal	1.66843862819	0.33	1
2cell	Normal	0.630700869224	0.68	2
2cell	Normal	1.96825017069	0.86	1
2cell	Normal	0.626353852588	0.67	1
2cell	Normal	2.51755130078	0.685	6
2cell	Normal	0.434379689939	1.0	2
2cell	Change	0.0	0.67	1
2cell	Normal	3.25905377203	0.53	1
2cell	Normal	1.08998518197	1.0	1
2cell	Normal	3.20787958725	0.21	1
2cell	Normal	2.59248221042	1.0	2
2cell	Normal	3.06814130332	0.4	1
2cell	Normal	2.07714515701	0.29	1
2cell	Normal	2.24853326049	0.45	1
2cell	Normal	1.55333517646	0.35	1
2cell	Normal	2.34997618368	1.0	1
2cell	Normal	2.5261125706	0.67	2
2cell	Change	0.320785555756	0.8375	4
2cell	Change	0.491524142875	0.4	1
2cell	Normal	0.738545885943	0.4	1
2cell	Normal	0.217274361265	0.5	1
2cell	Normal	0.53030996512	1.0	1
2cell	Normal	2.85664260515	0.67	1
2cell	Normal	0.212283190509	0.8	1
2cell	Normal	3.97059186856	0.5	1
2cell	Normal	0.257107394383	0.67	1
2cell	Change	0.0490498447352	1.0	2
2cell	Normal	1.92471131895	1.0	1
2cell	Normal	0.0	1.0	1
2cell	Normal	2.40315414792	0.24	1
2cell	Change	1.32131040746	0.04	1
2cell	Normal	3.97209406229	0.67	2
2cell	Normal	2.04381436404	0.36	2
2cell	Normal	3.00998521607	1.0	1
2cell	Normal	0.000116463217896	0.67	1
2cell	Normal	4.50703682475	1.0	1
2cell	Change	0.993188808065	0.58	1
2cell	Normal	3.65335330764	0.83	1
2cell	Normal	0.230919639025	0.48	1
2cell	Normal	2.59482924333	0.5	1
2cell	Normal	3.52419347237	0.48	2
2cell	Normal	2.36979784768	1.0	1
2cell	Normal	4.44877949922	0.5	1
2cell	Normal	0.476022355321	1.0	1
2cell	Normal	2.70347307536	0.765	2
2cell	Normal	2.25443212577	0.33	1
2cell	Normal	1.59296904199	1.0	1
2cell	Normal	1.40243588298	0.92	1
2cell	Normal	1.79140607346	1.0	1
2cell	Normal	0.172823257093	0.57	1
2cell	Change	0.0	0.42	1
2cell	Normal	0.982149630929	0.67	1
2cell	Change	1.26517137905	0.29	1
2cell	Normal	4.63806322929	0.75	1
2cell	Normal	3.3203343376	0.45	1
2cell	Normal	0.0	0.84	4
2cell	Normal	2.08997833419	0.68	2
2cell	Normal	1.73808263471	0.5	1
2cell	Normal	2.62267385036	0.83	1
2cell	Normal	3.58363004339	0.83	1
2cell	Normal	1.95974260936	1.0	1
2cell	Normal	5.56290991577	0.5	1
2cell	Change	2.90989656883	0.3	1
2cell	Normal	2.25772160931	0.5	1
2cell	Normal	1.85323235861	1.0	2
2cell	Normal	3.13384938568	0.76	3
2cell	Normal	2.57032717872	0.763333333333	3
2cell	Normal	0.0248486004236	0.83	1
2cell	Normal	3.08104721241	1.0	1
2cell	Normal	3.5553652042	0.71	2
2cell	Normal	0.769297708133	0.32	1
2cell	Normal	0.0457693202973	0.75	1
2cell	Normal	2.9173003512	1.0	1
2cell	Normal	1.15825132692	0.33	1
2cell	Normal	1.21280964419	1.0	1
2cell	Change	0.785083493452	0.67	1
2cell	Normal	2.47339902365	0.915	2
2cell	Normal	2.18174990425	0.425	6
2cell	Normal	0.0512735541927	0.58	1
2cell	Normal	0.726257919626	1.0	1
2cell	Change	1.06713882129	1.0	1
2cell	Normal	1.71855057996	0.565	2
2cell	Normal	1.45904283815	0.55	1
2cell	Normal	0.770594214693	1.0	1
2cell	Normal	3.71855232752	0.67	1
2cell	Normal	3.20096436818	0.833333333333	3
2cell	Normal	2.15052655644	0.67	1
2cell	Normal	0.435613380591	1.0	1
2cell	Normal	4.21016419017	1.0	1
2cell	Normal	1.69310604032	1.0	1
2cell	Normal	0.944045966918	1.0	1
2cell	Normal	1.96159084748	0.388	5
2cell	Change	1.96450897084	0.67	1
2cell	Normal	4.24798368265	0.41	2
2cell	Normal	2.28673006367	0.585	2
2cell	Normal	0.36474727483	0.7	2
2cell	Normal	4.22012810093	0.865	2
2cell	Change	2.64524528751	0.905	2
2cell	Normal	0.615641210977	0.57	1
2cell	Normal	2.95826402394	0.23	1
2cell	Normal	2.66102847233	0.8575	4
2cell	Normal	2.1689656965	0.67	1
2cell	Normal	1.25483510585	0.5	1
2cell	Normal	3.64766675828	1.0	1
2cell	Normal	0.203241207046	1.0	1
2cell	Normal	3.0849100522	1.0	1
2cell	Normal	0.0	0.39	2
2cell	Normal	1.11828418847	1.0	1
2cell	Normal	3.68216697575	0.67	1
2cell	Normal	1.38102047862	0.5	1
2cell	Normal	0.222286384051	0.75	2
2cell	Normal	2.12089413733	0.525	2
2cell	Normal	0.129593022416	0.5	1
2cell	Normal	2.04978227189	0.69	4
2cell	Normal	5.11813152748	1.0	1
2cell	Normal	2.98137469504	0.79	1
2cell	Normal	1.94679547133	0.53	1
2cell	Normal	0.0163681086324	1.0	1
