stage	type	logexpr
MII	now	1.73594368307
MII	now	3.0502441328
MII	now	0.235365359814
MII	now	2.56530314103
MII	now	1.28135875518
MII	now	1.12016827988
MII	now	1.64295198905
MII	now	1.45667826467
MII	now	0.853883271746
MII	now	3.35056351892
MII	now	3.73700034675
MII	now	1.3750109421
MII	now	0.470845150068
MII	now	0.787038171974
MII	now	6.78758000921
MII	now	1.55662978706
MII	now	4.47665362661
MII	now	3.32476979821
MII	now	4.36159941236
MII	now	1.86697516097
MII	now	2.08605338519
MII	now	3.02043464219
MII	now	1.69428995975
MII	now	0.919856367434
MII	now	3.35214718369
MII	now	1.08542910444
MII	now	0.9712787922
MII	now	1.47431210655
MII	now	2.95459252022
MII	now	0.130906325148
MII	now	5.6051032928
MII	now	0.715309766061
MII	now	2.18440047671
MII	now	2.75631324224
MII	now	1.80897705885
MII	now	2.77321352701
MII	now	3.64109578326
MII	now	2.00432459915
MII	now	2.1623915575
MII	now	2.4380071971
MII	now	2.43914190442
MII	now	0.344809527479
MII	now	0.795798529738
MII	now	0.849398509621
MII	now	1.42204270642
MII	now	1.65054530622
MII	now	1.80351839461
MII	now	3.87046532369
MII	now	3.76098381323
MII	now	4.03038542876
MII	now	0.0
MII	now	0.876788699154
MII	now	3.04087770852
MII	now	2.43597897616
MII	now	6.38544900402
MII	now	2.72445490513
MII	now	3.36651276485
MII	now	2.81633643268
MII	now	1.13990777108
MII	now	5.71640908905
MII	now	0.721554835048
MII	now	0.964993273157
MII	now	3.81362044915
MII	now	2.60620202846
MII	now	0.0473032497361
MII	now	4.07292172309
MII	now	3.96334329945
MII	now	0.282203090204
MII	now	1.29100793103
MII	now	0.556861713237
MII	now	0.406715659176
MII	now	6.29409557506
MII	now	0.195352944893
MII	now	2.21456993966
MII	now	0.0434111517579
MII	now	1.97029888273
MII	now	4.99828602142
MII	now	3.76543995208
MII	now	5.75848212748
MII	now	3.82355019743
MII	now	2.27318717781
MII	now	1.4310621607
MII	now	1.49183161116
MII	now	3.76591688122
MII	now	0.168258973877
MII	now	4.70825912356
MII	now	1.55735272564
MII	now	1.61430604383
MII	now	4.71226519654
MII	now	1.04442005958
MII	now	0.0
MII	now	5.20800418095
MII	now	2.42438670999
MII	now	0.0
MII	now	2.31597504611
MII	now	0.287366022513
MII	now	2.03480368225
MII	now	2.22103550054
MII	now	3.65590936504
MII	now	4.79862124612
MII	now	1.73193338266
MII	now	1.88896330947
MII	now	1.20387579962
MII	now	0.460691026251
MII	now	3.28934174422
MII	now	2.02186936578
MII	now	0.643585543882
MII	now	0.116305500194
MII	now	3.25157144971
MII	now	3.25027371166
MII	now	1.52719695705
MII	now	1.25801486739
MII	now	2.6968679117
MII	now	1.67314483789
MII	now	3.70699438354
MII	now	5.04279911457
MII	now	2.05181465958
MII	now	0.765700373242
MII	now	1.86971384401
MII	now	0.675934895429
MII	now	3.03081462781
MII	now	0.841312842991
MII	now	1.03199160133
MII	now	3.89108533421
MII	now	0.439298257444
MII	now	1.34845229719
MII	now	4.29691663075
MII	now	1.82859432567
MII	now	3.213252041
MII	now	3.54312220072
MII	now	2.00985697732
MII	now	3.71147474691
MII	now	0.250641201715
MII	now	3.41108830481
MII	now	3.57555116881
MII	now	2.94590106769
MII	now	1.84660743827
MII	now	0.510686014021
MII	now	0.0768063995501
MII	now	0.0
MII	now	2.50858248547
MII	now	3.82990798533
MII	now	1.89405128123
MII	now	3.00181871354
MII	now	3.27923311684
MII	now	1.54130681237
MII	now	3.66744384423
MII	now	1.16936583149
MII	now	1.22445461269
MII	now	1.05971898858
MII	now	2.34321346877
MII	now	0.266902413015
MII	now	3.43074971139
MII	now	3.19737022834
MII	now	1.29903295288
MII	now	1.05092651444
MII	now	2.85826170398
MII	now	0.0446003515309
MII	now	2.36515511541
MII	now	4.88609195902
MII	now	1.03840570446
MII	now	0.0579522542208
MII	now	2.45522892381
MII	now	1.22128704403
MII	now	1.27113600298
MII	now	3.36284109478
MII	now	0.268775208839
MII	now	1.69117456918
MII	now	3.53236890866
MII	now	1.19012131384
MII	now	2.27779330049
MII	now	1.01929848195
MII	now	1.77136966958
MII	now	2.61881088956
MII	now	5.88796895806
MII	now	3.27449972862
MII	now	0.927681608801
MII	now	1.01522705653
MII	now	0.430296898005
MII	now	2.10617353673
MII	now	2.31921406211
MII	now	1.57499966504
MII	now	2.85062557337
MII	now	2.59668651725
MII	now	1.48965838511
MII	now	3.59627885009
MII	now	1.23235615872
MII	now	2.93775882178
MII	now	3.09262756005
MII	now	4.09717388923
MII	now	2.10880250882
MII	now	0.916410724675
MII	now	1.47632700282
MII	now	1.59546879707
MII	now	0.104112236882
MII	now	3.02742472029
MII	now	0.53002807099
MII	now	3.79987282541
MII	now	0.074040019845
MII	now	2.58660546961
MII	now	0.344934898501
MII	now	0.658586273626
MII	now	1.22069716922
MII	now	2.35804345145
MII	now	1.37369026214
MII	now	0.854679123146
MII	now	2.53414115967
MII	now	4.04875427299
MII	now	3.44228174176
MII	now	4.45946788457
MII	now	1.35832946294
MII	now	1.70775447762
MII	now	1.22941830416
MII	now	1.3465447081
MII	now	3.76067672293
MII	now	6.07954410339
MII	now	2.61626380547
MII	now	0.00804183757055
MII	now	0.866175690442
MII	now	1.61100668127
MII	now	0.191276342752
MII	now	4.25258685995
MII	now	2.79749472669
MII	now	3.79716419007
MII	now	2.09517462509
MII	now	1.559926188
MII	now	1.34797184447
MII	now	3.18091639596
MII	now	2.57128310303
MII	now	4.26352177607
MII	now	0.853018608516
MII	now	3.06439042236
MII	now	5.20898329419
MII	now	3.14110021206
MII	now	1.97645875254
MII	now	2.8859955295
MII	now	0.455478650629
MII	now	2.31196694546
MII	now	2.57367273637
MII	now	2.22422779755
MII	now	3.54470880767
MII	now	0.562127488117
MII	now	1.40997182447
MII	now	2.84942822821
MII	now	2.0142814941
MII	now	5.36563016083
MII	now	2.01140624728
MII	now	3.13374486061
MII	now	0.915057972338
MII	now	3.29835221837
MII	now	2.60390376297
MII	now	1.85490013883
MII	now	0.532114205309
MII	now	2.29278220127
MII	now	4.47625099792
MII	now	1.35736491079
MII	now	0.0806269062271
MII	now	3.54734469122
MII	now	3.49208872185
MII	now	1.36847910769
MII	now	3.07038509725
MII	now	2.3828194746
MII	now	4.60576600845
MII	now	3.56480605051
MII	now	1.91082908429
MII	now	2.07647088364
MII	now	3.75579483578
MII	now	1.53204701892
MII	now	0.340859740292
MII	now	1.78065976143
MII	now	3.73002139745
MII	now	2.61830053296
MII	now	2.55682412933
MII	now	1.61203453828
MII	now	2.88791875174
MII	now	3.31892023504
MII	now	0.191723882734
MII	now	0.9691222426
MII	now	1.18589946096
MII	now	1.92769526063
MII	now	0.608002605465
MII	now	4.00460218672
MII	now	2.41021902249
MII	now	5.45133025648
MII	now	2.25537817483
MII	now	0.0
MII	now	3.00538553058
MII	now	1.82523292929
MII	now	3.88481829015
MII	now	1.19293106811
MII	now	0.990328987312
MII	now	1.85062725459
MII	now	0.152321006996
MII	now	3.9427713911
MII	now	1.63015776601
MII	now	4.47371891413
MII	now	0.207398648308
MII	now	1.88244838134
MII	now	5.43445972264
MII	now	2.51257045377
MII	now	4.58255027387
MII	now	1.06269491348
MII	now	1.60852149265
MII	now	2.33982788982
MII	now	2.93494138792
MII	now	6.01931071859
MII	now	0.0
MII	now	3.82565651137
MII	now	3.82418583302
MII	now	2.39384070048
MII	now	2.58250209517
MII	now	1.6369616356
MII	now	3.64006466464
MII	now	1.08866969112
MII	now	5.6056917661
MII	now	2.83006132283
MII	now	5.98451294058
MII	now	3.08187785919
MII	now	0.0
MII	now	1.51402332718
MII	now	1.03509013974
MII	now	4.20078049941
MII	now	3.50094014727
MII	now	1.13611678638
MII	now	0.585956101554
MII	now	1.13368337839
MII	now	0.028588623032
MII	now	1.52781128435
MII	now	5.54347678042
MII	now	0.472467466504
MII	now	1.05387290898
MII	now	4.90129650522
MII	now	1.62477371556
MII	now	4.55240844554
MII	now	0.113367077427
MII	now	4.83623428677
MII	now	1.99335927838
MII	now	0.9111173731
MII	now	1.49636775371
MII	now	0.39712240433
MII	now	3.01823224015
MII	now	0.0183776909878
MII	now	1.86917411118
MII	now	0.23265972853
MII	now	2.96053505528
MII	now	0.073409835656
MII	now	1.21981170407
MII	now	1.36276725656
MII	now	2.86894381048
MII	now	1.69108609987
MII	now	4.94398253954
MII	now	0.563607240053
MII	now	1.31798875341
MII	now	3.93373165824
MII	now	1.67943960822
MII	now	7.15294990832
MII	now	2.28658578391
MII	now	2.20823155546
MII	now	4.05534555782
MII	now	5.73214962866
MII	next	2.67869691107
MII	next	3.14316472223
MII	next	0.379030095086
MII	next	1.72540062564
MII	next	0.540367726839
MII	next	1.24172224338
MII	next	1.47851112488
MII	next	1.56916160233
MII	next	0.761992041094
MII	next	3.50171217575
MII	next	3.26389507856
MII	next	1.079891476
MII	next	0.340736702277
MII	next	1.00217847783
MII	next	6.03732661907
MII	next	2.4088262208
MII	next	4.59791895927
MII	next	2.4664371335
MII	next	3.92543071898
MII	next	1.59293447682
MII	next	1.59043856242
MII	next	2.74244518657
MII	next	1.27333000944
MII	next	0.414065353088
MII	next	2.7399299325
MII	next	0.79466532375
MII	next	0.434438625836
MII	next	2.35327345445
MII	next	1.88989293254
MII	next	0.175627535073
MII	next	5.66651318956
MII	next	0.609598166305
MII	next	1.74057318666
MII	next	2.65797020546
MII	next	0.979197923116
MII	next	1.16610269869
MII	next	4.30995178663
MII	next	2.57057198238
MII	next	2.61684823768
MII	next	1.73113682658
MII	next	3.31936167864
MII	next	0.777042457549
MII	next	1.0985556204
MII	next	0.335157086476
MII	next	1.54852799993
MII	next	1.44983707411
MII	next	1.71568443547
MII	next	3.61727603525
MII	next	3.54461928487
MII	next	3.7061715798
MII	next	0.183533322309
MII	next	1.03527127246
MII	next	2.30881266137
MII	next	1.78369873529
MII	next	6.70919091919
MII	next	2.7270551247
MII	next	2.84959027181
MII	next	2.59385073678
MII	next	0.836268690654
MII	next	5.0646246176
MII	next	0.480222488398
MII	next	1.00491314378
MII	next	3.77303906033
MII	next	3.43036775896
MII	next	0.123276364106
MII	next	4.67629944045
MII	next	3.6752900348
MII	next	0.34989813314
MII	next	0.614191090637
MII	next	0.690132139889
MII	next	1.38217338154
MII	next	5.50141330056
MII	next	0.176350431723
MII	next	2.16887311264
MII	next	0.0600867830895
MII	next	1.44430380162
MII	next	4.24440976498
MII	next	3.20588379273
MII	next	5.3186688628
MII	next	3.90080835566
MII	next	2.16107452266
MII	next	0.977461087104
MII	next	1.37094719351
MII	next	3.61282959772
MII	next	0.287478551743
MII	next	4.1280742658
MII	next	1.64493246128
MII	next	1.11926749359
MII	next	4.38306734295
MII	next	2.56639446663
MII	next	0.0638816179239
MII	next	4.32456964685
MII	next	2.56691665184
MII	next	0.0
MII	next	2.97777703878
MII	next	0.39072432802
MII	next	2.25522091163
MII	next	1.74756721844
MII	next	3.32091964637
MII	next	3.81213857969
MII	next	1.80374073963
MII	next	2.53337136418
MII	next	2.72602108642
MII	next	0.180471513185
MII	next	3.46341759259
MII	next	1.82849793749
MII	next	0.223794539375
MII	next	0.192545777529
MII	next	2.22407529315
MII	next	3.26085427044
